param,slope,T,T_fac
b_T_fac28:log10_dose,-0.7922527769096236,28,28
b_T_fac15:log10_dose,-0.9450907449149519,15,15
b_T_fac18:log10_dose,-0.2531499655111891,18,18
b_T_fac21:log10_dose,-0.3934701857852194,21,21
b_T_fac24:log10_dose,-0.9726241202328841,24,24
b_T_fac26:log10_dose,-0.7052136128569336,26,26
b_T_fac27:log10_dose,-0.2514389042129554,27,27
b_T_fac28:log10_dose,-0.17865369576927803,28,28
b_T_fac15:log10_dose,-0.8641667071263023,15,15
b_T_fac18:log10_dose,-0.2909513076079961,18,18
b_T_fac21:log10_dose,-0.8730929932098883,21,21
b_T_fac24:log10_dose,-1.1743202789889993,24,24
b_T_fac26:log10_dose,-0.565053610583833,26,26
b_T_fac27:log10_dose,-0.10416113879060868,27,27
b_T_fac28:log10_dose,-0.5496566051181085,28,28
b_T_fac15:log10_dose,-0.9656732026266008,15,15
b_T_fac18:log10_dose,-0.5075154088077972,18,18
b_T_fac21:log10_dose,-0.35958474918765737,21,21
b_T_fac24:log10_dose,-1.2319862756339124,24,24
b_T_fac26:log10_dose,-0.7108969478981351,26,26
b_T_fac27:log10_dose,-0.508098887848414,27,27
b_T_fac28:log10_dose,-0.6298549774058222,28,28
b_T_fac15:log10_dose,-0.9120403380731926,15,15
b_T_fac18:log10_dose,-0.6909251054883875,18,18
b_T_fac21:log10_dose,-0.7988486968068859,21,21
b_T_fac24:log10_dose,-1.2982545981155105,24,24
b_T_fac26:log10_dose,-0.3158499435653403,26,26
b_T_fac27:log10_dose,-0.25547265746538284,27,27
b_T_fac28:log10_dose,-0.3983418660734693,28,28
b_T_fac15:log10_dose,-1.0104349307265579,15,15
b_T_fac18:log10_dose,-0.6137731967922662,18,18
b_T_fac21:log10_dose,-0.8849278410806781,21,21
b_T_fac24:log10_dose,-1.2571244203518896,24,24
b_T_fac26:log10_dose,-0.24448756465789545,26,26
b_T_fac27:log10_dose,-0.15307062102222457,27,27
b_T_fac28:log10_dose,-0.48382251841127977,28,28
b_T_fac15:log10_dose,-1.0592509210993453,15,15
b_T_fac18:log10_dose,-0.6218919902199697,18,18
b_T_fac21:log10_dose,-0.7438916729667588,21,21
b_T_fac24:log10_dose,-1.1852877484987632,24,24
b_T_fac26:log10_dose,-0.6294210656160659,26,26
b_T_fac27:log10_dose,-0.1994200217303925,27,27
b_T_fac28:log10_dose,-0.33363332551185004,28,28
b_T_fac15:log10_dose,-0.8120553562032725,15,15
b_T_fac18:log10_dose,-0.3906288352234617,18,18
b_T_fac21:log10_dose,-0.6440942459255019,21,21
b_T_fac24:log10_dose,-0.8823809693868618,24,24
b_T_fac26:log10_dose,-0.41136433253853244,26,26
b_T_fac27:log10_dose,0.016442321743966266,27,27
b_T_fac28:log10_dose,-0.607533015696667,28,28
b_T_fac15:log10_dose,-0.9237516583400088,15,15
b_T_fac18:log10_dose,-0.2738364820867923,18,18
b_T_fac21:log10_dose,-0.638566853566708,21,21
b_T_fac24:log10_dose,-1.5747439029922574,24,24
b_T_fac26:log10_dose,-0.7904387930333628,26,26
b_T_fac27:log10_dose,-0.5683234757690433,27,27
b_T_fac28:log10_dose,-0.17634849188969637,28,28
b_T_fac15:log10_dose,-0.8319277901232001,15,15
b_T_fac18:log10_dose,-0.24118182386739048,18,18
b_T_fac21:log10_dose,-0.5146021734811798,21,21
b_T_fac24:log10_dose,-1.3983701441044996,24,24
b_T_fac26:log10_dose,-0.7845572007835802,26,26
b_T_fac27:log10_dose,-0.08612774745634427,27,27
b_T_fac28:log10_dose,-0.3292211047390091,28,28
b_T_fac15:log10_dose,-0.8481769351272929,15,15
b_T_fac18:log10_dose,-0.3445250192044287,18,18
b_T_fac21:log10_dose,-0.4980814349907359,21,21
b_T_fac24:log10_dose,-1.1196389346205815,24,24
b_T_fac26:log10_dose,-0.6722409086334257,26,26
b_T_fac27:log10_dose,-0.138155418439457,27,27
b_T_fac28:log10_dose,-0.016594607892913126,28,28
b_T_fac15:log10_dose,-1.227557768688844,15,15
b_T_fac18:log10_dose,-0.5372033291214654,18,18
b_T_fac21:log10_dose,-0.8176193210285247,21,21
b_T_fac24:log10_dose,-1.0735429630007771,24,24
b_T_fac26:log10_dose,-0.533051532617639,26,26
b_T_fac27:log10_dose,-0.5331273884667685,27,27
b_T_fac28:log10_dose,-0.8797012755969288,28,28
b_T_fac15:log10_dose,-0.8945957062883304,15,15
b_T_fac18:log10_dose,-0.40893538236129456,18,18
b_T_fac21:log10_dose,-0.5739800523874907,21,21
b_T_fac24:log10_dose,-1.4946792641327207,24,24
b_T_fac26:log10_dose,-0.5475546654101583,26,26
b_T_fac27:log10_dose,-0.12865153950052033,27,27
b_T_fac28:log10_dose,-0.29709577446617025,28,28
b_T_fac15:log10_dose,-0.8789876386910773,15,15
b_T_fac18:log10_dose,-0.20700410575680456,18,18
b_T_fac21:log10_dose,-0.6194566415910636,21,21
b_T_fac24:log10_dose,-0.7430031715173822,24,24
b_T_fac26:log10_dose,-0.6364250396653203,26,26
b_T_fac27:log10_dose,-0.5484919458873146,27,27
b_T_fac28:log10_dose,-0.629796748717741,28,28
b_T_fac15:log10_dose,-1.078354961320761,15,15
b_T_fac18:log10_dose,-0.6192663988963077,18,18
b_T_fac21:log10_dose,-0.8059308002760639,21,21
b_T_fac24:log10_dose,-1.5022858454995855,24,24
b_T_fac26:log10_dose,-0.6007041615620343,26,26
b_T_fac27:log10_dose,-0.11098888814629965,27,27
b_T_fac28:log10_dose,-0.5765216710896925,28,28
b_T_fac15:log10_dose,-0.7216037030644212,15,15
b_T_fac18:log10_dose,-0.26938466998423993,18,18
b_T_fac21:log10_dose,-0.8381385057391337,21,21
b_T_fac24:log10_dose,-0.9779163775936952,24,24
b_T_fac26:log10_dose,-0.656514686382699,26,26
b_T_fac27:log10_dose,-0.5499928448035966,27,27
b_T_fac28:log10_dose,-0.43015265732634345,28,28
b_T_fac15:log10_dose,-0.9306999533898134,15,15
b_T_fac18:log10_dose,-0.4336014064605072,18,18
b_T_fac21:log10_dose,-0.7030562137939145,21,21
b_T_fac24:log10_dose,-1.2968756363708305,24,24
b_T_fac26:log10_dose,-0.5531880893100588,26,26
b_T_fac27:log10_dose,-0.44552023541530367,27,27
b_T_fac28:log10_dose,-0.45675307361141076,28,28
b_T_fac15:log10_dose,-0.9653868135029435,15,15
b_T_fac18:log10_dose,-0.49299724599855865,18,18
b_T_fac21:log10_dose,-0.6486248647659468,21,21
b_T_fac24:log10_dose,-1.2737736682058467,24,24
b_T_fac26:log10_dose,-0.5756128259927035,26,26
b_T_fac27:log10_dose,-0.4555286123432129,27,27
b_T_fac28:log10_dose,-0.414121750468295,28,28
b_T_fac15:log10_dose,-0.6732028466165062,15,15
b_T_fac18:log10_dose,-0.16550492275635126,18,18
b_T_fac21:log10_dose,-0.7611715179148919,21,21
b_T_fac24:log10_dose,-1.0561094744297133,24,24
b_T_fac26:log10_dose,-0.545138568043306,26,26
b_T_fac27:log10_dose,-0.15291782915077012,27,27
b_T_fac28:log10_dose,-0.5544036913423994,28,28
b_T_fac15:log10_dose,-0.8136289118003774,15,15
b_T_fac18:log10_dose,-0.3667394452987051,18,18
b_T_fac21:log10_dose,-0.7666807513973887,21,21
b_T_fac24:log10_dose,-0.9790922093072831,24,24
b_T_fac26:log10_dose,-0.6306670113559342,26,26
b_T_fac27:log10_dose,-0.3569731546879761,27,27
b_T_fac28:log10_dose,-0.34574952426548855,28,28
b_T_fac15:log10_dose,-0.7464334896879065,15,15
b_T_fac18:log10_dose,-0.2450578804543198,18,18
b_T_fac21:log10_dose,-0.5687421973943875,21,21
b_T_fac24:log10_dose,-1.453635461222543,24,24
b_T_fac26:log10_dose,-0.8310370667469029,26,26
b_T_fac27:log10_dose,-0.3195829612911144,27,27
b_T_fac28:log10_dose,-0.24780421810192088,28,28
b_T_fac15:log10_dose,-0.8034418944852939,15,15
b_T_fac18:log10_dose,-0.4071011816824534,18,18
b_T_fac21:log10_dose,-0.5432097753685682,21,21
b_T_fac24:log10_dose,-1.3531958195174023,24,24
b_T_fac26:log10_dose,-0.6675994738230768,26,26
b_T_fac27:log10_dose,-0.4897136345788007,27,27
b_T_fac28:log10_dose,-0.3234352958002759,28,28
b_T_fac15:log10_dose,-0.8406649042896426,15,15
b_T_fac18:log10_dose,-0.2982485376077251,18,18
b_T_fac21:log10_dose,-0.42859988949945194,21,21
b_T_fac24:log10_dose,-1.1204403446313016,24,24
b_T_fac26:log10_dose,-0.35509325321305424,26,26
b_T_fac27:log10_dose,-0.10841276591152069,27,27
b_T_fac28:log10_dose,-0.5644949067311394,28,28
b_T_fac15:log10_dose,-1.2323493302067485,15,15
b_T_fac18:log10_dose,-0.33674877961843663,18,18
b_T_fac21:log10_dose,-0.8559715401134975,21,21
b_T_fac24:log10_dose,-1.0988347583816735,24,24
b_T_fac26:log10_dose,-0.9358152659134324,26,26
b_T_fac27:log10_dose,-0.5129766070883424,27,27
b_T_fac28:log10_dose,-0.25993393234988965,28,28
b_T_fac15:log10_dose,-0.8939740729316866,15,15
b_T_fac18:log10_dose,-0.27107012753153137,18,18
b_T_fac21:log10_dose,-0.25213174352737117,21,21
b_T_fac24:log10_dose,-1.2774606863536988,24,24
b_T_fac26:log10_dose,-0.2538761312006167,26,26
b_T_fac27:log10_dose,-0.0864472561106867,27,27
b_T_fac28:log10_dose,-0.6390599747899702,28,28
b_T_fac15:log10_dose,-0.6902441591428261,15,15
b_T_fac18:log10_dose,-0.3468941459946958,18,18
b_T_fac21:log10_dose,-0.2692024080155822,21,21
b_T_fac24:log10_dose,-1.1028283209543712,24,24
b_T_fac26:log10_dose,-0.3826907527432629,26,26
b_T_fac27:log10_dose,-0.04355266615426119,27,27
b_T_fac28:log10_dose,-0.6593476751862806,28,28
b_T_fac15:log10_dose,-0.9957179014268114,15,15
b_T_fac18:log10_dose,-0.2231487749510271,18,18
b_T_fac21:log10_dose,-0.39602489382740014,21,21
b_T_fac24:log10_dose,-1.1022816821203965,24,24
b_T_fac26:log10_dose,-0.2567519648245775,26,26
b_T_fac27:log10_dose,-0.3860573867572976,27,27
b_T_fac28:log10_dose,-0.6111466490385014,28,28
b_T_fac15:log10_dose,-1.0490036344039215,15,15
b_T_fac18:log10_dose,-0.5899717305754414,18,18
b_T_fac21:log10_dose,-0.8155745496148272,21,21
b_T_fac24:log10_dose,-1.148725204097702,24,24
b_T_fac26:log10_dose,-0.7805400057984969,26,26
b_T_fac27:log10_dose,-0.3077390615725277,27,27
b_T_fac28:log10_dose,-0.2918182348582641,28,28
b_T_fac15:log10_dose,-0.9802871051404664,15,15
b_T_fac18:log10_dose,-0.37483636424924094,18,18
b_T_fac21:log10_dose,-0.7007284196918788,21,21
b_T_fac24:log10_dose,-0.9931214762917993,24,24
b_T_fac26:log10_dose,-0.767033074339406,26,26
b_T_fac27:log10_dose,-0.3278277787408706,27,27
b_T_fac28:log10_dose,-0.23056556024228894,28,28
b_T_fac15:log10_dose,-1.0889749058717155,15,15
b_T_fac18:log10_dose,-0.5210827797504467,18,18
b_T_fac21:log10_dose,-0.5520350100534506,21,21
b_T_fac24:log10_dose,-1.1118661098969789,24,24
b_T_fac26:log10_dose,-0.8941868195769507,26,26
b_T_fac27:log10_dose,-0.2359035447318333,27,27
b_T_fac28:log10_dose,-0.1441866751176588,28,28
b_T_fac15:log10_dose,-0.6883601409363469,15,15
b_T_fac18:log10_dose,-0.29686589757900395,18,18
b_T_fac21:log10_dose,-0.8590549666436915,21,21
b_T_fac24:log10_dose,-1.2300951508637377,24,24
b_T_fac26:log10_dose,-0.3260793749386496,26,26
b_T_fac27:log10_dose,-0.3307108351887426,27,27
b_T_fac28:log10_dose,-0.6963433444958417,28,28
b_T_fac15:log10_dose,-1.097692578144972,15,15
b_T_fac18:log10_dose,-0.4573557792814619,18,18
b_T_fac21:log10_dose,-0.577731040551339,21,21
b_T_fac24:log10_dose,-1.1203364074859892,24,24
b_T_fac26:log10_dose,-0.9014437140029349,26,26
b_T_fac27:log10_dose,-0.20398937983529677,27,27
b_T_fac28:log10_dose,-0.1594502248119111,28,28
b_T_fac15:log10_dose,-1.0736601524416163,15,15
b_T_fac18:log10_dose,-0.4563460912682335,18,18
b_T_fac21:log10_dose,-0.6587239676443298,21,21
b_T_fac24:log10_dose,-1.133074798189019,24,24
b_T_fac26:log10_dose,-0.8799726504725525,26,26
b_T_fac27:log10_dose,-0.2602222000832828,27,27
b_T_fac28:log10_dose,-0.19956070658001235,28,28
b_T_fac15:log10_dose,-1.1897340199633162,15,15
b_T_fac18:log10_dose,-0.6683745130081766,18,18
b_T_fac21:log10_dose,-0.7779707949214043,21,21
b_T_fac24:log10_dose,-1.0976138311497858,24,24
b_T_fac26:log10_dose,-0.6912581008306713,26,26
b_T_fac27:log10_dose,-0.11796646914104592,27,27
b_T_fac28:log10_dose,-0.18573170097719072,28,28
b_T_fac15:log10_dose,-0.7899487003255418,15,15
b_T_fac18:log10_dose,-0.1356222589371761,18,18
b_T_fac21:log10_dose,-0.5410739109014915,21,21
b_T_fac24:log10_dose,-1.1083967098555338,24,24
b_T_fac26:log10_dose,-0.7239283147774366,26,26
b_T_fac27:log10_dose,-0.1452502202849141,27,27
b_T_fac28:log10_dose,-0.7229249783173765,28,28
b_T_fac15:log10_dose,-1.16099399729612,15,15
b_T_fac18:log10_dose,-0.2630052142211778,18,18
b_T_fac21:log10_dose,-0.3873617071482404,21,21
b_T_fac24:log10_dose,-1.008178735641243,24,24
b_T_fac26:log10_dose,-0.4430825152006427,26,26
b_T_fac27:log10_dose,-0.26775340816404347,27,27
b_T_fac28:log10_dose,-0.6951864410326231,28,28
b_T_fac15:log10_dose,-0.7454908152816332,15,15
b_T_fac18:log10_dose,-0.37830114866204845,18,18
b_T_fac21:log10_dose,-0.8309767382349293,21,21
b_T_fac24:log10_dose,-1.1876821151955437,24,24
b_T_fac26:log10_dose,-0.7148457572946874,26,26
b_T_fac27:log10_dose,-0.26779856409384684,27,27
b_T_fac28:log10_dose,-0.26911658762538065,28,28
b_T_fac15:log10_dose,-1.2750844228600333,15,15
b_T_fac18:log10_dose,-0.3043173728304828,18,18
b_T_fac21:log10_dose,-0.4002965915713862,21,21
b_T_fac24:log10_dose,-0.988108277661745,24,24
b_T_fac26:log10_dose,-0.3919531556262973,26,26
b_T_fac27:log10_dose,-0.10514515424839639,27,27
b_T_fac28:log10_dose,-0.5042048050343756,28,28
b_T_fac15:log10_dose,-1.2785850323493857,15,15
b_T_fac18:log10_dose,-0.2675497902725149,18,18
b_T_fac21:log10_dose,-0.3824902337698362,21,21
b_T_fac24:log10_dose,-0.915948331436194,24,24
b_T_fac26:log10_dose,-0.34894503389735865,26,26
b_T_fac27:log10_dose,-0.010381595146465604,27,27
b_T_fac28:log10_dose,-0.43202630175964224,28,28
b_T_fac15:log10_dose,-1.0016550944896934,15,15
b_T_fac18:log10_dose,-0.6767141029292457,18,18
b_T_fac21:log10_dose,-0.7275091071262846,21,21
b_T_fac24:log10_dose,-1.3298125439627664,24,24
b_T_fac26:log10_dose,-0.8714384838037583,26,26
b_T_fac27:log10_dose,-0.4040083353564937,27,27
b_T_fac28:log10_dose,-0.4948352868859357,28,28
b_T_fac15:log10_dose,-1.0121020109222532,15,15
b_T_fac18:log10_dose,-0.588869785815014,18,18
b_T_fac21:log10_dose,-0.7325972610686933,21,21
b_T_fac24:log10_dose,-0.9369402262276615,24,24
b_T_fac26:log10_dose,-0.4831616852013465,26,26
b_T_fac27:log10_dose,0.04434178993575731,27,27
b_T_fac28:log10_dose,-0.1511175412417095,28,28
b_T_fac15:log10_dose,-1.0904259069032531,15,15
b_T_fac18:log10_dose,-0.22975585835257267,18,18
b_T_fac21:log10_dose,-0.42558394154757995,21,21
b_T_fac24:log10_dose,-1.2027645423188442,24,24
b_T_fac26:log10_dose,-0.5158587427519524,26,26
b_T_fac27:log10_dose,-0.22801922225416849,27,27
b_T_fac28:log10_dose,-0.7654350979058457,28,28
b_T_fac15:log10_dose,-0.8322378310747812,15,15
b_T_fac18:log10_dose,-0.49743341673142905,18,18
b_T_fac21:log10_dose,-0.42876771684259485,21,21
b_T_fac24:log10_dose,-1.3143542448245733,24,24
b_T_fac26:log10_dose,-0.7472035573605236,26,26
b_T_fac27:log10_dose,-0.35499906221832367,27,27
b_T_fac28:log10_dose,-0.6219784301811961,28,28
b_T_fac15:log10_dose,-1.0396045707313117,15,15
b_T_fac18:log10_dose,-0.4821487290228157,18,18
b_T_fac21:log10_dose,-0.6915723402205576,21,21
b_T_fac24:log10_dose,-0.9578237995177992,24,24
b_T_fac26:log10_dose,-0.4820875191344722,26,26
b_T_fac27:log10_dose,-0.24213279484945407,27,27
b_T_fac28:log10_dose,-0.43365742555757264,28,28
b_T_fac15:log10_dose,-1.0661237874632548,15,15
b_T_fac18:log10_dose,-0.31493602423423483,18,18
b_T_fac21:log10_dose,-0.6894587422236208,21,21
b_T_fac24:log10_dose,-1.2006816579012618,24,24
b_T_fac26:log10_dose,-0.37058169306782723,26,26
b_T_fac27:log10_dose,-0.2661351317873488,27,27
b_T_fac28:log10_dose,-0.3309042991468411,28,28
b_T_fac15:log10_dose,-0.9083526821516668,15,15
b_T_fac18:log10_dose,-0.1898572889849311,18,18
b_T_fac21:log10_dose,-0.5541893943400149,21,21
b_T_fac24:log10_dose,-1.188795745638636,24,24
b_T_fac26:log10_dose,-0.36114685370716393,26,26
b_T_fac27:log10_dose,-0.12438407879778596,27,27
b_T_fac28:log10_dose,-0.3988017935151577,28,28
b_T_fac15:log10_dose,-0.8648914021413265,15,15
b_T_fac18:log10_dose,-0.39604153943320625,18,18
b_T_fac21:log10_dose,-0.6056261606507936,21,21
b_T_fac24:log10_dose,-1.2158009247808952,24,24
b_T_fac26:log10_dose,-0.7324752955771415,26,26
b_T_fac27:log10_dose,-0.3091250818053041,27,27
b_T_fac28:log10_dose,-0.612650934283828,28,28
b_T_fac15:log10_dose,-0.9400169297870661,15,15
b_T_fac18:log10_dose,-0.16752506403862644,18,18
b_T_fac21:log10_dose,-0.5384305263545721,21,21
b_T_fac24:log10_dose,-1.2170156686308695,24,24
b_T_fac26:log10_dose,-0.3933175864070527,26,26
b_T_fac27:log10_dose,-0.07636701000775946,27,27
b_T_fac28:log10_dose,-0.46526638711961693,28,28
b_T_fac15:log10_dose,-1.3712182226209793,15,15
b_T_fac18:log10_dose,-0.3536598416198841,18,18
b_T_fac21:log10_dose,-0.8098909625744427,21,21
b_T_fac24:log10_dose,-1.2195551532120392,24,24
b_T_fac26:log10_dose,-0.3178224767491583,26,26
b_T_fac27:log10_dose,-0.18360158702621376,27,27
b_T_fac28:log10_dose,-0.30649442822751816,28,28
b_T_fac15:log10_dose,-0.6420669142755712,15,15
b_T_fac18:log10_dose,-0.4583854864400695,18,18
b_T_fac21:log10_dose,-0.6513748531116079,21,21
b_T_fac24:log10_dose,-1.2368991255125605,24,24
b_T_fac26:log10_dose,-0.7555660811367548,26,26
b_T_fac27:log10_dose,-0.15510914058208802,27,27
b_T_fac28:log10_dose,-0.46795911072167984,28,28
b_T_fac15:log10_dose,-1.2587872950381758,15,15
b_T_fac18:log10_dose,-0.8745641637728119,18,18
b_T_fac21:log10_dose,-0.8560669416457052,21,21
b_T_fac24:log10_dose,-1.1171032089703545,24,24
b_T_fac26:log10_dose,-0.8213654998279177,26,26
b_T_fac27:log10_dose,-0.1255413145086651,27,27
b_T_fac28:log10_dose,-0.5913836789498583,28,28
b_T_fac15:log10_dose,-0.803952000136603,15,15
b_T_fac18:log10_dose,-0.061034612468571926,18,18
b_T_fac21:log10_dose,-0.20711065685838637,21,21
b_T_fac24:log10_dose,-1.1054203740308375,24,24
b_T_fac26:log10_dose,-0.5160234192360678,26,26
b_T_fac27:log10_dose,-0.41587030753929366,27,27
b_T_fac28:log10_dose,-0.4360799158229956,28,28
b_T_fac15:log10_dose,-1.1464376297774306,15,15
b_T_fac18:log10_dose,-0.6518802490338012,18,18
b_T_fac21:log10_dose,-1.0027488591880949,21,21
b_T_fac24:log10_dose,-1.247714405614906,24,24
b_T_fac26:log10_dose,-0.5764862913889766,26,26
b_T_fac27:log10_dose,-0.08300117192266024,27,27
b_T_fac28:log10_dose,-0.5616296616032763,28,28
b_T_fac15:log10_dose,-0.7701638539785391,15,15
b_T_fac18:log10_dose,-0.05026858610300558,18,18
b_T_fac21:log10_dose,-0.24766187913830226,21,21
b_T_fac24:log10_dose,-1.133384799930211,24,24
b_T_fac26:log10_dose,-0.47666197973603436,26,26
b_T_fac27:log10_dose,-0.43240518912597736,27,27
b_T_fac28:log10_dose,-0.5512911665782292,28,28
b_T_fac15:log10_dose,-1.2154134229252662,15,15
b_T_fac18:log10_dose,-0.5073416703566118,18,18
b_T_fac21:log10_dose,-0.7510458985277113,21,21
b_T_fac24:log10_dose,-1.0321809866527987,24,24
b_T_fac26:log10_dose,-0.6867122241089286,26,26
b_T_fac27:log10_dose,-0.06670646370862095,27,27
b_T_fac28:log10_dose,-0.48183722649427996,28,28
b_T_fac15:log10_dose,-0.9865863291261405,15,15
b_T_fac18:log10_dose,-0.5524956291625326,18,18
b_T_fac21:log10_dose,-0.5386512071480689,21,21
b_T_fac24:log10_dose,-1.292085267352196,24,24
b_T_fac26:log10_dose,-0.8311661122429521,26,26
b_T_fac27:log10_dose,-0.3524570254337519,27,27
b_T_fac28:log10_dose,-0.4788769715045772,28,28
b_T_fac15:log10_dose,-0.8092396601528596,15,15
b_T_fac18:log10_dose,-0.3779011344071294,18,18
b_T_fac21:log10_dose,-0.30470605126415856,21,21
b_T_fac24:log10_dose,-1.1115202689027346,24,24
b_T_fac26:log10_dose,-0.5322260395801771,26,26
b_T_fac27:log10_dose,-0.13026355326729516,27,27
b_T_fac28:log10_dose,-0.5095978225228697,28,28
b_T_fac15:log10_dose,-1.024445891416626,15,15
b_T_fac18:log10_dose,-0.6608746531623333,18,18
b_T_fac21:log10_dose,-0.4893551057037837,21,21
b_T_fac24:log10_dose,-1.1658485022411549,24,24
b_T_fac26:log10_dose,-0.6252384691058582,26,26
b_T_fac27:log10_dose,-0.4407874630420434,27,27
b_T_fac28:log10_dose,-0.29576979756183985,28,28
b_T_fac15:log10_dose,-0.6463538179109682,15,15
b_T_fac18:log10_dose,-0.21057692010204399,18,18
b_T_fac21:log10_dose,-0.708065646152487,21,21
b_T_fac24:log10_dose,-1.1543430939462167,24,24
b_T_fac26:log10_dose,-0.6796487037436824,26,26
b_T_fac27:log10_dose,-0.08210894031371643,27,27
b_T_fac28:log10_dose,-0.5158657020796694,28,28
b_T_fac15:log10_dose,-1.0071529623389592,15,15
b_T_fac18:log10_dose,-0.4550292060678813,18,18
b_T_fac21:log10_dose,-0.6272608930229214,21,21
b_T_fac24:log10_dose,-1.165347727463525,24,24
b_T_fac26:log10_dose,-0.3591935131205284,26,26
b_T_fac27:log10_dose,-0.19579569977164435,27,27
b_T_fac28:log10_dose,-0.5574231271684532,28,28
b_T_fac15:log10_dose,-1.0527966206669133,15,15
b_T_fac18:log10_dose,-0.28932657989054095,18,18
b_T_fac21:log10_dose,-0.5740578281795279,21,21
b_T_fac24:log10_dose,-1.1461182950653925,24,24
b_T_fac26:log10_dose,-0.5939610406921133,26,26
b_T_fac27:log10_dose,0.1721879316651927,27,27
b_T_fac28:log10_dose,-0.4502260265006685,28,28
b_T_fac15:log10_dose,-1.0680058810808088,15,15
b_T_fac18:log10_dose,-0.3342554401194938,18,18
b_T_fac21:log10_dose,-0.5646919720350744,21,21
b_T_fac24:log10_dose,-1.0592861754031326,24,24
b_T_fac26:log10_dose,-0.6110506252449157,26,26
b_T_fac27:log10_dose,0.12730571491558687,27,27
b_T_fac28:log10_dose,-0.4263357341708565,28,28
b_T_fac15:log10_dose,-1.212117475630059,15,15
b_T_fac18:log10_dose,-0.488925388457863,18,18
b_T_fac21:log10_dose,-0.5880498374846498,21,21
b_T_fac24:log10_dose,-1.0891344651770019,24,24
b_T_fac26:log10_dose,-0.2990345200686589,26,26
b_T_fac27:log10_dose,-0.14443863916273858,27,27
b_T_fac28:log10_dose,-0.4658313577567111,28,28
b_T_fac15:log10_dose,-0.7235727478560066,15,15
b_T_fac18:log10_dose,-0.5199587532010066,18,18
b_T_fac21:log10_dose,-0.8034517861946628,21,21
b_T_fac24:log10_dose,-1.2562880709454376,24,24
b_T_fac26:log10_dose,-0.7867089646633413,26,26
b_T_fac27:log10_dose,-0.023316676865963754,27,27
b_T_fac28:log10_dose,-0.37455890413480236,28,28
b_T_fac15:log10_dose,-1.172164019083255,15,15
b_T_fac18:log10_dose,-0.32334041777392153,18,18
b_T_fac21:log10_dose,-0.36395922618664245,21,21
b_T_fac24:log10_dose,-0.9179672424406077,24,24
b_T_fac26:log10_dose,-0.6250261505508532,26,26
b_T_fac27:log10_dose,-0.24379191774184344,27,27
b_T_fac28:log10_dose,-0.9157485326530701,28,28
b_T_fac15:log10_dose,-1.3240233419957697,15,15
b_T_fac18:log10_dose,-0.29798696818279524,18,18
b_T_fac21:log10_dose,-0.651553385887833,21,21
b_T_fac24:log10_dose,-0.7540984889498894,24,24
b_T_fac26:log10_dose,-0.4257445451558673,26,26
b_T_fac27:log10_dose,-0.19865609755839916,27,27
b_T_fac28:log10_dose,-0.7881677199331099,28,28
b_T_fac15:log10_dose,-0.6267055683102504,15,15
b_T_fac18:log10_dose,-0.6123418348094695,18,18
b_T_fac21:log10_dose,-0.5212104095973145,21,21
b_T_fac24:log10_dose,-1.225088495747585,24,24
b_T_fac26:log10_dose,-0.5377357131315277,26,26
b_T_fac27:log10_dose,-0.05144509479112587,27,27
b_T_fac28:log10_dose,-0.23069193518878556,28,28
b_T_fac15:log10_dose,-0.8132991219398942,15,15
b_T_fac18:log10_dose,-0.5304714285545505,18,18
b_T_fac21:log10_dose,-0.5209019952506043,21,21
b_T_fac24:log10_dose,-1.4874506767580813,24,24
b_T_fac26:log10_dose,-0.6616087356926676,26,26
b_T_fac27:log10_dose,-0.1688047674696726,27,27
b_T_fac28:log10_dose,-0.4356852953622233,28,28
b_T_fac15:log10_dose,-0.6861805765339333,15,15
b_T_fac18:log10_dose,-0.47430393962778483,18,18
b_T_fac21:log10_dose,-0.6991989002797684,21,21
b_T_fac24:log10_dose,-1.3527550544201532,24,24
b_T_fac26:log10_dose,-0.4955462421878522,26,26
b_T_fac27:log10_dose,-0.07796968964571185,27,27
b_T_fac28:log10_dose,-0.5147781775110382,28,28
b_T_fac15:log10_dose,-0.7354187849562049,15,15
b_T_fac18:log10_dose,-0.3926324584724228,18,18
b_T_fac21:log10_dose,-0.6783705903066102,21,21
b_T_fac24:log10_dose,-1.0985917734778965,24,24
b_T_fac26:log10_dose,-0.5942671437703554,26,26
b_T_fac27:log10_dose,-0.1738340819248001,27,27
b_T_fac28:log10_dose,-0.4512442076810573,28,28
b_T_fac15:log10_dose,-0.8549691237346643,15,15
b_T_fac18:log10_dose,-0.5136841168078015,18,18
b_T_fac21:log10_dose,-0.6733317668252585,21,21
b_T_fac24:log10_dose,-1.1217186912138903,24,24
b_T_fac26:log10_dose,-0.38813389837191653,26,26
b_T_fac27:log10_dose,-0.3296378926460235,27,27
b_T_fac28:log10_dose,-0.5980453787693425,28,28
b_T_fac15:log10_dose,-0.9677677732669169,15,15
b_T_fac18:log10_dose,-0.6156788833574206,18,18
b_T_fac21:log10_dose,-0.4851683989583939,21,21
b_T_fac24:log10_dose,-1.2844235072887873,24,24
b_T_fac26:log10_dose,-0.7287293086753218,26,26
b_T_fac27:log10_dose,-0.3175339438802758,27,27
b_T_fac28:log10_dose,-0.26939156994681895,28,28
b_T_fac15:log10_dose,-0.955856954238679,15,15
b_T_fac18:log10_dose,-0.15086704293574194,18,18
b_T_fac21:log10_dose,-0.6886330568115583,21,21
