gene_id,ensembl_description
Mycgr3G103568,Putative uncharacterized protein
Mycgr3G103569,Putative uncharacterized protein
Mycgr3G103572,Putative uncharacterized protein
Mycgr3G103574,Putative uncharacterized protein
Mycgr3G103578,ABC transporter domain-containing protein
Mycgr3G103583,Putative uncharacterized protein
Mycgr3G103593,"Copper, zinc superoxide dismutase"
Mycgr3G103595,Putative uncharacterized protein
Mycgr3G103601,Putative uncharacterized protein
Mycgr3G103603,Putative uncharacterized protein
Mycgr3G103608,Putative uncharacterized protein
Mycgr3G103611,Putative uncharacterized protein
Mycgr3G103615,Putative uncharacterized protein
Mycgr3G103617,Putative uncharacterized protein
Mycgr3G103620,Putative uncharacterized protein
Mycgr3G103622,Putative uncharacterized protein
Mycgr3G103627,Putative uncharacterized protein
Mycgr3G103647,Putative uncharacterized protein
Mycgr3G103650,Putative uncharacterized protein
Mycgr3G103653,Putative uncharacterized protein
Mycgr3G103655,Putative uncharacterized protein
Mycgr3G103657,Putative uncharacterized protein
Mycgr3G103663,Putative uncharacterized protein
Mycgr3G103671,Putative uncharacterized protein
Mycgr3G103672,Putative uncharacterized protein
Mycgr3G103675,Putative uncharacterized protein
Mycgr3G103676,Putative uncharacterized protein
Mycgr3G103679,Putative uncharacterized protein
Mycgr3G103683,Putative uncharacterized protein
Mycgr3G103686,Putative uncharacterized protein
Mycgr3G103691,Putative uncharacterized protein
Mycgr3G103692,Putative uncharacterized protein
Mycgr3G103694,Putative uncharacterized protein
Mycgr3G103701,Putative uncharacterized protein
Mycgr3G103703,Putative uncharacterized protein
Mycgr3G103708,Putative uncharacterized protein
Mycgr3G103713,Putative uncharacterized protein
Mycgr3G103716,Putative uncharacterized protein
Mycgr3G103718,Putative uncharacterized protein
Mycgr3G103719,Putative uncharacterized protein
Mycgr3G103731,Putative uncharacterized protein
Mycgr3G103733,Putative uncharacterized protein
Mycgr3G103740,Putative uncharacterized protein
Mycgr3G103744,Putative uncharacterized protein
Mycgr3G103758,Putative uncharacterized protein
Mycgr3G103760,Putative uncharacterized protein
Mycgr3G103761,Putative uncharacterized protein
Mycgr3G103773,Putative uncharacterized protein
Mycgr3G103792,Putative uncharacterized protein
Mycgr3G103794,Putative uncharacterized protein
Mycgr3G103797,Putative uncharacterized protein
Mycgr3G103805,Putative uncharacterized protein
Mycgr3G103811,Putative uncharacterized protein
Mycgr3G103814,Putative uncharacterized protein
Mycgr3G103816,Putative uncharacterized protein
Mycgr3G103818,Putative uncharacterized protein
Mycgr3G103824,Putative uncharacterized protein
Mycgr3G103827,Putative uncharacterized protein
Mycgr3G103832,Putative uncharacterized protein
Mycgr3G103836,Putative uncharacterized protein
Mycgr3G103841,Putative uncharacterized protein
Mycgr3G103845,Putative uncharacterized protein
Mycgr3G103851,Putative uncharacterized protein
Mycgr3G103866,"Fructose-1,6-BISPHOSPHATASE"
Mycgr3G103868,Putative uncharacterized protein
Mycgr3G103872,Putative uncharacterized protein
Mycgr3G103882,Putative uncharacterized protein
Mycgr3G103884,Putative uncharacterized protein
Mycgr3G103891,Putative uncharacterized protein
Mycgr3G103894,Putative uncharacterized protein
Mycgr3G103897,Putative uncharacterized protein
Mycgr3G103900,Putative uncharacterized protein
Mycgr3G103903,Putative uncharacterized protein
Mycgr3G103909,Putative uncharacterized protein
Mycgr3G103911,Putative uncharacterized protein
Mycgr3G103912,Putative uncharacterized protein
Mycgr3G103917,Putative uncharacterized protein
Mycgr3G103926,Putative uncharacterized protein
Mycgr3G103942,Putative uncharacterized protein
Mycgr3G103943,Putative uncharacterized protein
Mycgr3G103950,Putative uncharacterized protein
Mycgr3G103951,Putative uncharacterized protein
Mycgr3G103957,Putative uncharacterized protein
Mycgr3G103961,Putative uncharacterized protein
Mycgr3G103966,Putative uncharacterized protein
Mycgr3G103968,Putative uncharacterized protein
Mycgr3G103973,Putative uncharacterized protein
Mycgr3G103974,Putative uncharacterized protein
Mycgr3G103979,Putative uncharacterized protein
Mycgr3G103995,Putative uncharacterized protein
Mycgr3G103997,Putative uncharacterized protein
Mycgr3G104000,Putative uncharacterized protein
Mycgr3G104004,Putative uncharacterized protein
Mycgr3G104009,Putative beta-Ig-H3/fasciclin
Mycgr3G104020,Putative uncharacterized protein
Mycgr3G104022,Putative uncharacterized protein
Mycgr3G104028,Putative uncharacterized protein
Mycgr3G104054,Putative uncharacterized protein
Mycgr3G104056,Putative uncharacterized protein
Mycgr3G104063,Putative uncharacterized protein
Mycgr3G104068,Putative uncharacterized protein
Mycgr3G104074,Putative uncharacterized protein
Mycgr3G104080,Putative uncharacterized protein
Mycgr3G104082,Putative uncharacterized protein
Mycgr3G104086,Putative uncharacterized protein
Mycgr3G104090,Putative uncharacterized protein
Mycgr3G104094,Putative uncharacterized protein
Mycgr3G104097,Putative uncharacterized protein
Mycgr3G104099,Putative uncharacterized protein
Mycgr3G104107,Putative uncharacterized protein
Mycgr3G104112,Putative uncharacterized protein
Mycgr3G104114,Putative uncharacterized protein
Mycgr3G104117,Putative uncharacterized protein
Mycgr3G104118,Putative uncharacterized protein
Mycgr3G104122,Putative uncharacterized protein
Mycgr3G104128,Putative uncharacterized protein
Mycgr3G104142,Putative uncharacterized protein
Mycgr3G104143,Putative uncharacterized protein
Mycgr3G104147,Putative uncharacterized protein
Mycgr3G104149,Putative uncharacterized protein
Mycgr3G104155,Putative uncharacterized protein
Mycgr3G104160,Putative uncharacterized protein
Mycgr3G104169,Putative uncharacterized protein
Mycgr3G104171,Putative uncharacterized protein
Mycgr3G104175,Putative uncharacterized protein
Mycgr3G104178,Putative uncharacterized protein
Mycgr3G104179,Putative uncharacterized protein
Mycgr3G104183,Putative uncharacterized protein
Mycgr3G10419,Putative uncharacterized protein
Mycgr3G104198,Putative uncharacterized protein
Mycgr3G104206,Putative uncharacterized protein
Mycgr3G104217,Putative uncharacterized protein
Mycgr3G10422,Putative uncharacterized protein
Mycgr3G104222,Putative uncharacterized protein
Mycgr3G104228,Putative uncharacterized protein
Mycgr3G104234,Putative uncharacterized protein
Mycgr3G104236,Putative uncharacterized protein
Mycgr3G104237,Putative uncharacterized protein
Mycgr3G104239,Putative uncharacterized protein
Mycgr3G104241,Putative uncharacterized protein
Mycgr3G104253,Putative uncharacterized protein
Mycgr3G104256,Putative uncharacterized protein
Mycgr3G104260,Putative uncharacterized protein
Mycgr3G104261,Putative uncharacterized protein
Mycgr3G104274,Putative uncharacterized protein
Mycgr3G104277,Putative uncharacterized protein
Mycgr3G104278,Putative uncharacterized protein
Mycgr3G104283,Putative uncharacterized protein
Mycgr3G104291,Putative uncharacterized protein
Mycgr3G104294,Putative uncharacterized protein
Mycgr3G104297,Putative uncharacterized protein
Mycgr3G104299,"Tyrosinase, Monophenol monooxygenase"
Mycgr3G104300,Putative uncharacterized protein
Mycgr3G104314,Putative uncharacterized protein
Mycgr3G104322,Putative uncharacterized protein
Mycgr3G104325,Putative uncharacterized protein
Mycgr3G104327,Putative uncharacterized protein
Mycgr3G104334,Putative uncharacterized protein
Mycgr3G104337,Putative uncharacterized protein
Mycgr3G104341,Putative uncharacterized protein
Mycgr3G104342,Putative uncharacterized protein
Mycgr3G104345,Putative uncharacterized protein
Mycgr3G104347,Putative uncharacterized protein
Mycgr3G104351,Putative uncharacterized protein
Mycgr3G104352,Putative uncharacterized protein
Mycgr3G104355,Putative uncharacterized protein
Mycgr3G104360,Putative uncharacterized protein
Mycgr3G104364,Putative uncharacterized protein
Mycgr3G104366,Putative uncharacterized protein
Mycgr3G104368,Putative uncharacterized protein
Mycgr3G104371,Putative uncharacterized protein
Mycgr3G104372,Putative uncharacterized protein
Mycgr3G104380,Putative uncharacterized protein
Mycgr3G104383,Putative uncharacterized protein
Mycgr3G104385,Putative uncharacterized protein
Mycgr3G104386,Putative uncharacterized protein
Mycgr3G104394,Putative uncharacterized protein
Mycgr3G104404,Putative uncharacterized protein
Mycgr3G104409,Putative uncharacterized protein
Mycgr3G104412,Putative uncharacterized protein
Mycgr3G104414,Putative uncharacterized protein
Mycgr3G104423,Putative uncharacterized protein
Mycgr3G10443,Putative uncharacterized protein
Mycgr3G104431,Putative uncharacterized protein
Mycgr3G104434,Putative uncharacterized protein
Mycgr3G104435,Putative uncharacterized protein
Mycgr3G104437,Putative uncharacterized protein
Mycgr3G104440,Putative uncharacterized protein
Mycgr3G104444,Putative uncharacterized protein
Mycgr3G104452,Putative uncharacterized protein
Mycgr3G104455,Putative uncharacterized protein
Mycgr3G104459,Putative uncharacterized protein
Mycgr3G104462,Putative uncharacterized protein
Mycgr3G104464,Putative uncharacterized protein
Mycgr3G104474,Putative uncharacterized protein
Mycgr3G104476,Putative uncharacterized protein
Mycgr3G104482,Putative uncharacterized protein
Mycgr3G104484,Putative uncharacterized protein
Mycgr3G104488,Putative uncharacterized protein
Mycgr3G104489,Putative uncharacterized protein
Mycgr3G104491,Putative uncharacterized protein
Mycgr3G104494,Putative uncharacterized protein
Mycgr3G104498,"Erg10, acetyl-CoA C-acetyltransferase"
Mycgr3G104513,Putative uncharacterized protein
Mycgr3G104515,Putative uncharacterized protein
Mycgr3G104520,Putative uncharacterized protein
Mycgr3G104522,Putative uncharacterized protein
Mycgr3G104538,Putative uncharacterized protein
Mycgr3G104544,Putative uncharacterized protein
Mycgr3G104548,Putative uncharacterized protein
Mycgr3G104550,Putative uncharacterized protein
Mycgr3G104559,Putative uncharacterized protein
Mycgr3G104571,Phosphatidylethanolamine-binding-like protein
Mycgr3G104579,Putative uncharacterized protein
Mycgr3G104583,Putative uncharacterized protein
Mycgr3G104591,Putative uncharacterized protein
Mycgr3G104592,Putative uncharacterized protein
Mycgr3G104595,Putative uncharacterized protein
Mycgr3G104600,Putative uncharacterized protein
Mycgr3G104605,Putative uncharacterized protein
Mycgr3G104607,Putative uncharacterized protein
Mycgr3G104609,Putative uncharacterized protein
Mycgr3G104614,Putative uncharacterized protein
Mycgr3G104620,Putative uncharacterized protein
Mycgr3G104624,Putative uncharacterized protein
Mycgr3G104628,Putative uncharacterized protein
Mycgr3G104632,Putative uncharacterized protein
Mycgr3G104639,Putative uncharacterized protein
Mycgr3G104643,Putative uncharacterized protein
Mycgr3G104644,Putative uncharacterized protein
Mycgr3G104645,Putative uncharacterized protein
Mycgr3G104653,Putative uncharacterized protein
Mycgr3G104658,"Putative glucan 1,3-beta-glucosidase"
Mycgr3G104664,Putative uncharacterized protein
Mycgr3G104669,Putative uncharacterized protein
Mycgr3G104671,Putative uncharacterized protein
Mycgr3G104684,Putative uncharacterized protein
Mycgr3G104688,Putative uncharacterized protein
Mycgr3G104697,Putative uncharacterized protein
Mycgr3G104703,Putative uncharacterized protein
Mycgr3G104706,Putative uncharacterized protein
Mycgr3G104710,Putative uncharacterized protein
Mycgr3G104715,Putative uncharacterized protein
Mycgr3G104721,Peptidase M24
Mycgr3G104723,Putative uncharacterized protein
Mycgr3G104725,Putative uncharacterized protein
Mycgr3G104730,Putative uncharacterized protein
Mycgr3G104735,Putative uncharacterized protein
Mycgr3G104737,Putative uncharacterized protein
Mycgr3G104744,Putative uncharacterized protein
Mycgr3G104747,Putative uncharacterized protein
Mycgr3G104754,Putative uncharacterized protein
Mycgr3G104756,Putative uncharacterized protein
Mycgr3G104758,Putative uncharacterized protein
Mycgr3G104764,Putative uncharacterized protein
Mycgr3G104769,Putative uncharacterized protein
Mycgr3G104779,Putative uncharacterized protein
Mycgr3G104781,Putative uncharacterized protein
Mycgr3G104786,Putative uncharacterized protein
Mycgr3G104787,Putative uncharacterized protein
Mycgr3G104789,Putative uncharacterized protein
Mycgr3G104794,Putative uncharacterized protein
Mycgr3G104795,Putative uncharacterized protein
Mycgr3G104803,Putative uncharacterized protein
Mycgr3G104812,Histone H3
Mycgr3G104832,Putative uncharacterized protein
Mycgr3G104836,Putative uncharacterized protein
Mycgr3G104840,Putative uncharacterized protein
Mycgr3G104845,Putative uncharacterized protein
Mycgr3G104848,Putative uncharacterized protein
Mycgr3G104853,Putative uncharacterized protein
Mycgr3G104867,Putative uncharacterized protein
Mycgr3G104873,Putative uncharacterized protein
Mycgr3G104874,Putative uncharacterized protein
Mycgr3G104876,Putative uncharacterized protein
Mycgr3G104881,Putative uncharacterized protein
Mycgr3G104882,Putative uncharacterized protein
Mycgr3G104884,Putative uncharacterized protein
Mycgr3G104895,Putative uncharacterized protein
Mycgr3G104898,Putative uncharacterized protein
Mycgr3G104912,Putative uncharacterized protein
Mycgr3G104916,Putative uncharacterized protein
Mycgr3G104930,"Histone acetyltransferase, MYST family"
Mycgr3G104937,Putative uncharacterized protein
Mycgr3G104939,Putative uncharacterized protein
Mycgr3G104942,Putative uncharacterized protein
Mycgr3G104951,Putative uncharacterized protein
Mycgr3G104952,Putative uncharacterized protein
Mycgr3G104956,Putative uncharacterized protein
Mycgr3G104965,Putative uncharacterized protein
Mycgr3G104970,Putative uncharacterized protein
Mycgr3G104975,Putative uncharacterized protein
Mycgr3G104997,Putative uncharacterized protein
Mycgr3G105000,Putative uncharacterized protein
Mycgr3G10501,Putative uncharacterized protein HHK14p
Mycgr3G105015,Putative uncharacterized protein
Mycgr3G10502,Putative uncharacterized protein
Mycgr3G105021,Putative uncharacterized protein
Mycgr3G105024,Putative uncharacterized protein
Mycgr3G105030,Putative uncharacterized protein
Mycgr3G105041,Putative uncharacterized protein
Mycgr3G105042,Putative uncharacterized protein
Mycgr3G105049,Putative uncharacterized protein
Mycgr3G105053,Isocitrate dehydrogenase [NAD] subunit 1
Mycgr3G105058,Putative uncharacterized protein
Mycgr3G105063,Putative uncharacterized protein
Mycgr3G105064,Putative uncharacterized protein
Mycgr3G105080,Triacylglycerol hydrolase
Mycgr3G105083,Putative uncharacterized protein
Mycgr3G105085,Putative uncharacterized protein
Mycgr3G105090,Putative uncharacterized protein
Mycgr3G105101,Putative uncharacterized protein
Mycgr3G105104,Putative uncharacterized protein
Mycgr3G105107,Putative uncharacterized protein
Mycgr3G105110,Putative uncharacterized protein
Mycgr3G105116,Putative uncharacterized protein
Mycgr3G105119,Putative uncharacterized protein
Mycgr3G105124,Putative uncharacterized protein
Mycgr3G105125,Putative uncharacterized protein
